Timestamp,Value,Type
12:04:54 AM.926,"Cloud Temperature: 27.20\r\n",received
12:04:56 AM.971,"Temperature: 27.20°C\r\n",received
12:04:56 AM.971,"Cloud Temperature: 27.20\r\n",received
12:04:59 AM.22,"Temperature: 27.20°C\r\n",received
12:04:59 AM.22,"Cloud Temperature: 27.20\r\n",received
12:05:01 AM.72,"Temperature: 27.20°C\r\n",received
12:05:01 AM.72,"Cloud Temperature: 27.20\r\n",received
12:05:03 AM.113,"Temperature: 27.20°C\r\n",received
12:05:03 AM.113,"Cloud Temperature: 27.20\r\n",received
12:05:05 AM.180,"Temperature: 27.20°C\r\n",received
12:05:05 AM.180,"Cloud Temperature: 27.20\r\n",received
12:05:07 AM.228,"Temperature: 27.20°C\r\n",received
12:05:07 AM.228,"Cloud Temperature: 27.20\r\n",received
12:05:09 AM.270,"Temperature: 27.20°C\r\n",received
12:05:09 AM.270,"Cloud Temperature: 27.20\r\n",received
12:05:11 AM.327,"Temperature: 27.20°C\r\n",received
12:05:11 AM.327,"Cloud Temperature: 27.20\r\n",received
12:05:13 AM.366,"Temperature: 27.20°C\r\n",received
12:05:13 AM.366,"Cloud Temperature: 27.20\r\n",received
12:05:15 AM.418,"Temperature: 27.20°C\r\n",received
12:05:15 AM.418,"Cloud Temperature: 27.20\r\n",received
12:05:17 AM.471,"Temperature: 27.20°C\r\n",received
12:05:17 AM.471,"Cloud Temperature: 27.20\r\n",received
12:05:19 AM.510,"Temperature: 27.20°C\r\n",received
12:05:19 AM.510,"Cloud Temperature: 27.20\r\n",received
12:05:21 AM.568,"Temperature: 27.20°C\r\n",received
12:05:21 AM.568,"Cloud Temperature: 27.20\r\n",received
12:05:23 AM.607,"Temperature: 27.20°C\r\n",received
12:05:23 AM.607,"Cloud Temperature: 27.20\r\n",received
12:05:25 AM.673,"Temperature: 27.20°C\r\n",received
12:05:25 AM.673,"Cloud Temperature: 27.20\r\n",received
12:05:27 AM.729,"Temperature: 27.20°C\r\n",received
12:05:27 AM.729,"Cloud Temperature: 27.20\r\n",received
12:05:29 AM.770,"Temperature: 27.20°C\r\n",received
12:05:29 AM.770,"Cloud Temperature: 27.20\r\n",received
12:05:31 AM.821,"Temperature: 27.30°C\r\n",received
12:05:31 AM.821,"Cloud Temperature: 27.30\r\n",received
12:05:33 AM.858,"Temperature: 27.30°C\r\n",received
12:05:33 AM.858,"Cloud Temperature: 27.30\r\n",received
12:05:35 AM.920,"Temperature: 27.30°C\r\n",received
12:05:35 AM.920,"Cloud Temperature: 27.30\r\n",received
12:05:37 AM.960,"Temperature: 27.30°C\r\n",received
12:05:37 AM.960,"Cloud Temperature: 27.30\r\n",received
12:05:40 AM.10,"Temperature: 27.30°C\r\n",received
12:05:40 AM.10,"Cloud Temperature: 27.30\r\n",received
12:05:42 AM.80,"Temperature: 27.30°C\r\n",received
12:05:42 AM.80,"Cloud Temperature: 27.30\r\n",received
12:05:44 AM.115,"Temperature: 27.30°C\r\n",received
12:05:44 AM.115,"Cloud Temperature: 27.30\r\n",received
12:05:46 AM.170,"Temperature: 27.20°C\r\n",received
12:05:46 AM.170,"Cloud Temperature: 27.20\r\n",received
12:05:48 AM.221,"Temperature: 27.20°C\r\n",received
12:05:48 AM.221,"Cloud Temperature: 27.20\r\n",received
12:05:50 AM.260,"Temperature: 27.20°C\r\n",received
12:05:50 AM.260,"Cloud Temperature: 27.20\r\n",received
12:05:52 AM.319,"Temperature: 27.20°C\r\n",received
12:05:52 AM.319,"Cloud Temperature: 27.20\r\n",received
12:05:54 AM.355,"Temperature: 27.20°C\r\n",received
12:05:54 AM.355,"Cloud Temperature: 27.20\r\n",received
12:05:56 AM.416,"Temperature: 27.20°C\r\n",received
12:05:56 AM.416,"Cloud Temperature: 27.20\r\n",received
12:05:58 AM.473,"Temperature: 27.20°C\r\n",received
12:05:58 AM.473,"Cloud Temperature: 27.20\r\n",received
12:06:00 AM.523,"Temperature: 27.20°C\r\n",received
12:06:00 AM.523,"Cloud Temperature: 27.20\r\n",received
12:06:02 AM.570,"Temperature: 27.20°C\r\n",received
12:06:02 AM.570,"Cloud Temperature: 27.20\r\n",received
12:06:04 AM.620,"Temperature: 27.20°C\r\n",received
12:06:04 AM.620,"Cloud Temperature: 27.20\r\n",received
12:06:06 AM.666,"Temperature: 27.20°C\r\n",received
12:06:06 AM.666,"Cloud Temperature: 27.20\r\n",received
12:06:08 AM.708,"Temperature: 27.20°C\r\n",received
12:06:08 AM.708,"Cloud Temperature: 27.20\r\n",received
12:06:10 AM.760,"Temperature: 27.20°C\r\n",received
12:06:10 AM.760,"Cloud Temperature: 27.20\r\n",received
12:06:12 AM.807,"Temperature: 27.20°C\r\n",received
12:06:12 AM.807,"Cloud Temperature: 27.20\r\n",received
12:06:14 AM.859,"Temperature: 27.20°C\r\n",received
12:06:14 AM.859,"Cloud Temperature: 27.20\r\n",received
12:06:16 AM.899,"Temperature: 27.20°C\r\n",received
12:06:16 AM.926,"Cloud Temperature: 27.20\r\n",received
12:06:18 AM.965,"Temperature: 27.20°C\r\n",received
12:06:18 AM.965,"Cloud Temperature: 27.20\r\n",received
12:06:21 AM.19,"Temperature: 27.20°C\r\n",received
12:06:21 AM.19,"Cloud Temperature: 27.20\r\n",received
12:06:23 AM.68,"Temperature: 27.20°C\r\n",received
12:06:23 AM.68,"Cloud Temperature: 27.20\r\n",received
12:06:25 AM.116,"Temperature: 27.20°C\r\n",received
12:06:25 AM.116,"Cloud Temperature: 27.20\r\n",received
12:06:27 AM.163,"Temperature: 27.20°C\r\n",received
12:06:27 AM.163,"Cloud Temperature: 27.20\r\n",received
12:06:29 AM.217,"Temperature: 27.20°C\r\n",received
12:06:29 AM.217,"Cloud Temperature: 27.20\r\n",received
12:06:31 AM.253,"Temperature: 27.30°C\r\n",received
12:06:31 AM.253,"Cloud Temperature: 27.30\r\n",received
12:06:33 AM.310,"Temperature: 27.30°C\r\n",received
12:06:33 AM.310,"Cloud Temperature: 27.30\r\n",received
12:06:35 AM.347,"Temperature: 27.20°C\r\n",received
12:06:35 AM.347,"Cloud Temperature: 27.20\r\n",received
12:06:37 AM.418,"Temperature: 27.20°C\r\n",received
12:06:37 AM.418,"Cloud Temperature: 27.20\r\n",received
12:06:39 AM.468,"Temperature: 27.20°C\r\n",received
12:06:39 AM.468,"Cloud Temperature: 27.20\r\n",received
12:06:41 AM.508,"Temperature: 27.20°C\r\n",received
12:06:41 AM.508,"Cloud Temperature: 27.20\r\n",received
12:06:43 AM.570,"Temperature: 27.20°C\r\n",received
12:06:43 AM.570,"Cloud Temperature: 27.20\r\n",received
12:06:45 AM.606,"Temperature: 27.20°C\r\n",received
12:06:45 AM.606,"Cloud Temperature: 27.20\r\n",received
12:06:47 AM.659,"Temperature: 27.20°C\r\n",received
12:06:47 AM.659,"Cloud Temperature: 27.20\r\n",received
12:06:49 AM.712,"Temperature: 27.20°C\r\n",received
12:06:49 AM.712,"Cloud Temperature: 27.20\r\n",received
12:06:51 AM.760,"Temperature: 27.20°C\r\n",received
12:06:51 AM.760,"Cloud Temperature: 27.20\r\n",received
12:06:53 AM.814,"Temperature: 27.20°C\r\n",received
12:06:53 AM.814,"Cloud Temperature: 27.20\r\n",received
12:06:55 AM.869,"Temperature: 27.20°C\r\n",received
12:06:55 AM.869,"Cloud Temperature: 27.20\r\n",received
12:06:57 AM.917,"Temperature: 27.20°C\r\n",received
12:06:57 AM.917,"Cloud Temperature: 27.20\r\n",received
12:06:59 AM.958,"Temperature: 27.20°C\r\n",received
12:06:59 AM.958,"Cloud Temperature: 27.20\r\n",received
12:07:02 AM.8,"Temperature: 27.20°C\r\n",received
12:07:02 AM.8,"Cloud Temperature: 27.20\r\n",received
12:07:04 AM.42,"Temperature: 27.10°C\r\n",received
12:07:04 AM.57,"Cloud Temperature: 27.10\r\n",received
12:07:06 AM.103,"Temperature: 27.20°C\r\n",received
12:07:06 AM.103,"Cloud Temperature: 27.20\r\n",received
12:07:08 AM.147,"Temperature: 27.20°C\r\n",received
12:07:08 AM.147,"Cloud Temperature: 27.20\r\n",received
12:07:10 AM.221,"Temperature: 27.20°C\r\n",received
12:07:10 AM.221,"Cloud Temperature: 27.20\r\n",received
12:07:12 AM.259,"Temperature: 27.20°C\r\n",received
12:07:12 AM.259,"Cloud Temperature: 27.20\r\n",received
12:07:14 AM.314,"Temperature: 27.20°C\r\n",received
12:07:14 AM.314,"Cloud Temperature: 27.20\r\n",received
12:07:16 AM.365,"Temperature: 27.20°C\r\n",received
12:07:16 AM.365,"Cloud Temperature: 27.20\r\n",received
12:07:18 AM.411,"Temperature: 27.20°C\r\n",received
12:07:18 AM.411,"Cloud Temperature: 27.20\r\n",received
12:07:20 AM.459,"Temperature: 27.20°C\r\n",received
12:07:20 AM.459,"Cloud Temperature: 27.20\r\n",received
12:07:22 AM.512,"Temperature: 27.20°C\r\n",received
12:07:22 AM.512,"Cloud Temperature: 27.20\r\n",received
12:07:24 AM.552,"Temperature: 27.20°C\r\n",received
12:07:24 AM.552,"Cloud Temperature: 27.20\r\n",received
12:07:26 AM.618,"Temperature: 27.20°C\r\n",received
12:07:26 AM.618,"Cloud Temperature: 27.20\r\n",received
12:07:28 AM.658,"Temperature: 27.20°C\r\n",received
12:07:28 AM.658,"Cloud Temperature: 27.20\r\n",received
12:07:30 AM.718,"Temperature: 27.20°C\r\n",received
12:07:30 AM.718,"Cloud Temperature: 27.20\r\n",received
12:07:32 AM.765,"Temperature: 27.20°C\r\n",received
12:07:32 AM.765,"Cloud Temperature: 27.20\r\n",received
12:07:34 AM.817,"Temperature: 27.20°C\r\n",received
12:07:34 AM.817,"Cloud Temperature: 27.20\r\n",received
12:07:36 AM.856,"Temperature: 27.20°C\r\n",received
12:07:36 AM.856,"Cloud Temperature: 27.20\r\n",received
12:07:38 AM.902,"Temperature: 27.20°C\r\n",received
12:07:38 AM.902,"Cloud Temperature: 27.20\r\n",received
12:07:40 AM.960,"Temperature: 27.20°C\r\n",received
12:07:40 AM.960,"Cloud Temperature: 27.20\r\n",received
12:07:43 AM.10,"Temperature: 27.20°C\r\n",received
12:07:43 AM.10,"Cloud Temperature: 27.20\r\n",received
12:07:45 AM.60,"Temperature: 27.20°C\r\n",received
12:07:45 AM.60,"Cloud Temperature: 27.20\r\n",received
12:07:47 AM.117,"Temperature: 27.20°C\r\n",received
12:07:47 AM.117,"Cloud Temperature: 27.20\r\n",received
12:07:49 AM.166,"Temperature: 27.20°C\r\n",received
12:07:49 AM.166,"Cloud Temperature: 27.20\r\n",received
12:07:51 AM.207,"Temperature: 27.20°C\r\n",received
12:07:51 AM.207,"Cloud Temperature: 27.20\r\n",received
12:07:53 AM.256,"Temperature: 27.20°C\r\n",received
12:07:53 AM.256,"Cloud Temperature: 27.20\r\n",received
12:07:55 AM.312,"Temperature: 27.20°C\r\n",received
12:07:55 AM.312,"Cloud Temperature: 27.20\r\n",received
12:07:57 AM.354,"Temperature: 27.20°C\r\n",received
12:07:57 AM.354,"Cloud Temperature: 27.20\r\n",received
12:07:59 AM.407,"Temperature: 27.20°C\r\n",received
12:07:59 AM.407,"Cloud Temperature: 27.20\r\n",received
12:08:01 AM.450,"Temperature: 27.20°C\r\n",received
12:08:01 AM.450,"Cloud Temperature: 27.20\r\n",received
12:08:03 AM.517,"Temperature: 27.20��C\r\n",received
12:08:03 AM.517,"Cloud Temperature: 27.20\r\n",received
12:08:05 AM.560,"Temperature: 27.20°C\r\n",received
12:08:05 AM.560,"Cloud Temperature: 27.20\r\n",received
12:08:07 AM.608,"Temperature: 27.20°C\r\n",received
12:08:07 AM.608,"Cloud Temperature: 27.20\r\n",received
12:08:09 AM.655,"Temperature: 27.20°C\r\n",received
12:08:09 AM.655,"Cloud Temperature: 27.20\r\n",received
12:08:11 AM.707,"Temperature: 27.20°C\r\n",received
12:08:11 AM.707,"Cloud Temperature: 27.20\r\n",received
12:08:13 AM.747,"Temperature: 27.20°C\r\n",received
12:08:13 AM.747,"Cloud Temperature: 27.20\r\n",received
12:08:15 AM.807,"Temperature: 27.20°C\r\n",received
12:08:15 AM.807,"Cloud Temperature: 27.20\r\n",received
12:08:17 AM.856,"Temperature: 27.20°C\r\n",received
12:08:17 AM.856,"Cloud Temperature: 27.20\r\n",received
12:08:19 AM.919,"Temperature: 27.20°C\r\n",received
12:08:19 AM.919,"Cloud Temperature: 27.20\r\n",received
12:08:21 AM.967,"Temperature: 27.20°C\r\n",received
12:08:21 AM.967,"Cloud Temperature: 27.20\r\n",received
12:08:24 AM.10,"Temperature: 27.20°C\r\n",received
12:08:24 AM.10,"Cloud Temperature: 27.20\r\n",received
12:08:26 AM.42,"Temperature: 27.20°C\r\n",received
12:08:26 AM.42,"Cloud Temperature: 27.20\r\n",received
12:08:28 AM.106,"Temperature: 27.20°C\r\n",received
12:08:28 AM.106,"Cloud Temperature: 27.20\r\n",received
12:08:30 AM.152,"Temperature: 27.20°C\r\n",received
12:08:30 AM.152,"Cloud Temperature: 27.20\r\n",received
12:08:32 AM.206,"Temperature: 27.20°C\r\n",received
12:08:32 AM.206,"Cloud Temperature: 27.20\r\n",received
12:08:34 AM.252,"Temperature: 27.20°C\r\n",received
12:08:34 AM.252,"Cloud Temperature: 27.20\r\n",received
12:08:36 AM.308,"Temperature: 27.20°C\r\n",received
12:08:36 AM.308,"Cloud Temperature: 27.20\r\n",received
12:08:38 AM.362,"Temperature: 27.20°C\r\n",received
12:08:38 AM.362,"Cloud Temperature: 27.20\r\n",received
12:08:40 AM.404,"Temperature: 27.20°C\r\n",received
12:08:40 AM.404,"Cloud Temperature: 27.20\r\n",received
12:08:42 AM.451,"Temperature: 27.20°C\r\n",received
12:08:42 AM.451,"Cloud Temperature: 27.20\r\n",received
12:08:44 AM.509,"Temperature: 27.20°C\r\n",received
12:08:44 AM.509,"Cloud Temperature: 27.20\r\n",received
12:08:46 AM.551,"Temperature: 27.20°C\r\n",received
12:08:46 AM.551,"Cloud Temperature: 27.20\r\n",received
12:08:48 AM.603,"Temperature: 27.20°C\r\n",received
12:08:48 AM.603,"Cloud Temperature: 27.20\r\n",received
12:08:50 AM.650,"Temperature: 27.20°C\r\n",received
12:08:50 AM.650,"Cloud Temperature: 27.20\r\n",received
12:08:52 AM.691,"Temperature: 27.20°C\r\n",received
12:08:52 AM.713,"Cloud Temperature: 27.20\r\n",received
12:08:54 AM.759,"Temperature: 27.20°C\r\n",received
12:08:54 AM.759,"Cloud Temperature: 27.20\r\n",received
12:08:56 AM.814,"Temperature: 27.20°C\r\n",received
12:08:56 AM.814,"Cloud Temperature: 27.20\r\n",received
12:08:58 AM.857,"Temperature: 27.20°C\r\n",received
12:08:58 AM.857,"Cloud Temperature: 27.20\r\n",received
12:09:00 AM.902,"Temperature: 27.20°C\r\n",received
12:09:00 AM.902,"Cloud Temperature: 27.20\r\n",received
12:09:02 AM.962,"Temperature: 27.20°C\r\n",received
12:09:02 AM.962,"Cloud Temperature: 27.20\r\n",received
12:09:05 AM.7,"Temperature: 27.20°C\r\n",received
12:09:05 AM.7,"Cloud Temperature: 27.20\r\n",received
12:09:07 AM.46,"Temperature: 27.20°C\r\n",received
12:09:07 AM.46,"Cloud Temperature: 27.20\r\n",received
12:09:09 AM.94,"Temperature: 27.20°C\r\n",received
12:09:09 AM.94,"Cloud Temperature: 27.20\r\n",received
12:09:11 AM.144,"Temperature: 27.20°C\r\n",received
12:09:11 AM.144,"Cloud Temperature: 27.20\r\n",received
12:09:13 AM.195,"Temperature: 27.20°C\r\n",received
12:09:13 AM.195,"Cloud Temperature: 27.20\r\n",received
12:09:15 AM.236,"Temperature: 27.30°C\r\n",received
12:09:15 AM.236,"Cloud Temperature: 27.30\r\n",received
12:09:17 AM.301,"Temperature: 27.30°C\r\n",received
12:09:17 AM.301,"Cloud Temperature: 27.30\r\n",received
12:09:19 AM.339,"Temperature: 27.30°C\r\n",received
12:09:19 AM.339,"Cloud Temperature: 27.30\r\n",received
12:09:21 AM.386,"Temperature: 27.30°C\r\n",received
12:09:21 AM.386,"Cloud Temperature: 27.30\r\n",received
12:09:23 AM.456,"Temperature: 27.30°C\r\n",received
12:09:23 AM.456,"Cloud Temperature: 27.30\r\n",received
12:09:25 AM.495,"Temperature: 27.30°C\r\n",received
12:09:25 AM.495,"Cloud Temperature: 27.30\r\n",received
12:09:27 AM.547,"Temperature: 27.30°C\r\n",received
12:09:27 AM.547,"Cloud Temperature: 27.30\r\n",received
12:09:29 AM.600,"Temperature: 27.30°C\r\n",received
12:09:29 AM.600,"Cloud Temperature: 27.30\r\n",received
12:09:31 AM.640,"Temperature: 27.30°C\r\n",received
12:09:31 AM.640,"Cloud Temperature: 27.30\r\n",received
12:09:33 AM.697,"Temperature: 27.30°C\r\n",received
12:09:33 AM.697,"Cloud Temperature: 27.30\r\n",received
12:09:35 AM.732,"Temperature: 27.30°C\r\n",received
12:09:35 AM.732,"Cloud Temperature: 27.30\r\n",received
12:09:37 AM.783,"Temperature: 27.30°C\r\n",received
12:09:37 AM.783,"Cloud Temperature: 27.30\r\n",received
12:09:39 AM.834,"Temperature: 27.30°C\r\n",received
12:09:39 AM.834,"Cloud Temperature: 27.30\r\n",received
12:09:41 AM.895,"Temperature: 27.30°C\r\n",received
12:09:41 AM.895,"Cloud Temperature: 27.30\r\n",received
12:09:43 AM.941,"Temperature: 27.30°C\r\n",received
12:09:43 AM.941,"Cloud Temperature: 27.30\r\n",received
12:09:46 AM.2,"Temperature: 27.30°C\r\n",received
12:09:46 AM.2,"Cloud Temperature: 27.30\r\n",received
12:09:48 AM.38,"Temperature: 27.20°C\r\n",received
12:09:48 AM.38,"Cloud Temperature: 27.20\r\n",received
12:09:50 AM.86,"Temperature: 27.20°C\r\n",received
12:09:50 AM.86,"Cloud Temperature: 27.20\r\n",received
12:09:52 AM.142,"Temperature: 27.20°C\r\n",received
12:09:52 AM.142,"Cloud Temperature: 27.20\r\n",received
12:09:54 AM.179,"Temperature: 27.20°C\r\n",received
12:09:54 AM.179,"Cloud Temperature: 27.20\r\n",received
12:09:56 AM.252,"Temperature: 27.20°C\r\n",received
12:09:56 AM.252,"Cloud Temperature: 27.20\r\n",received
12:09:58 AM.299,"Temperature: 27.20°C\r\n",received
12:09:58 AM.299,"Cloud Temperature: 27.20\r\n",received
12:10:00 AM.346,"Temperature: 27.20°C\r\n",received
12:10:00 AM.346,"Cloud Temperature: 27.20\r\n",received
12:10:02 AM.397,"Temperature: 27.20°C\r\n",received
12:10:02 AM.397,"Cloud Temperature: 27.20\r\n",received
12:10:04 AM.446,"Temperature: 27.20°C\r\n",received
12:10:04 AM.446,"Cloud Temperature: 27.20\r\n",received
12:10:06 AM.489,"Temperature: 27.20°C\r\n",received
12:10:06 AM.489,"Cloud Temperature: 27.20\r\n",received
12:10:08 AM.545,"Temperature: 27.20°C\r\n",received
12:10:08 AM.545,"Cloud Temperature: 27.20\r\n",received
12:10:10 AM.579,"Temperature: 27.20°C\r\n",received
12:10:10 AM.602,"Cloud Temperature: 27.20\r\n",received
12:10:12 AM.649,"Temperature: 27.20°C\r\n",received
12:10:12 AM.649,"Cloud Temperature: 27.20\r\n",received
12:10:14 AM.693,"Temperature: 27.20°C\r\n",received
12:10:14 AM.693,"Cloud Temperature: 27.20\r\n",received
12:10:16 AM.741,"Temperature: 27.20°C\r\n",received
12:10:16 AM.741,"Cloud Temperature: 27.20\r\n",received
12:10:18 AM.800,"Temperature: 27.20°C\r\n",received
12:10:18 AM.800,"Cloud Temperature: 27.20\r\n",received
12:10:20 AM.841,"Temperature: 27.20°C\r\n",received
12:10:20 AM.841,"Cloud Temperature: 27.20\r\n",received
12:10:22 AM.887,"Temperature: 27.20°C\r\n",received
12:10:22 AM.887,"Cloud Temperature: 27.20\r\n",received
12:10:24 AM.935,"Temperature: 27.10°C\r\n",received
12:10:24 AM.935,"Cloud Temperature: 27.10\r\n",received
12:10:26 AM.980,"Temperature: 27.20°C\r\n",received
12:10:26 AM.980,"Cloud Temperature: 27.20\r\n",received
12:10:29 AM.30,"Temperature: 27.10°C\r\n",received
12:10:29 AM.49,"Cloud Temperature: 27.10\r\n",received
12:10:31 AM.91,"Temperature: 27.10°C\r\n",received
12:10:31 AM.91,"Cloud Temperature: 27.10\r\n",received
12:10:33 AM.138,"Temperature: 27.10°C\r\n",received
12:10:33 AM.138,"Cloud Temperature: 27.10\r\n",received
12:10:35 AM.187,"Temperature: 27.20°C\r\n",received
12:10:35 AM.187,"Cloud Temperature: 27.20\r\n",received
12:10:37 AM.248,"Temperature: 27.10°C\r\n",received
12:10:37 AM.248,"Cloud Temperature: 27.10\r\n",received
12:10:39 AM.310,"Temperature: 27.20°C\r\n",received
12:10:39 AM.310,"Cloud Temperature: 27.20\r\n",received
12:10:41 AM.357,"Temperature: 27.20°C\r\n",received
12:10:41 AM.357,"Cloud Temperature: 27.20\r\n",received
12:10:43 AM.404,"Temperature: 27.10°C\r\n",received
12:10:43 AM.404,"Cloud Temperature: 27.10\r\n",received
12:10:45 AM.449,"Temperature: 27.20°C\r\n",received
12:10:45 AM.449,"Cloud Temperature: 27.20\r\n",received
12:10:47 AM.507,"Temperature: 27.20°C\r\n",received
12:10:47 AM.507,"Cloud Temperature: 27.20\r\n",received
12:10:49 AM.568,"Temperature: 27.20°C\r\n",received
12:10:49 AM.568,"Cloud Temperature: 27.20\r\n",received
12:10:51 AM.613,"Temperature: 27.20°C\r\n",received
12:10:51 AM.613,"Cloud Temperature: 27.20\r\n",received
12:10:53 AM.664,"Temperature: 27.20°C\r\n",received
12:10:53 AM.664,"Cloud Temperature: 27.20\r\n",received
12:10:55 AM.712,"Temperature: 27.20°C\r\n",received
12:10:55 AM.712,"Cloud Temperature: 27.20\r\n",received
12:10:57 AM.747,"Temperature: 27.20°C\r\n",received
12:10:57 AM.747,"Cloud Temperature: 27.20\r\n",received
12:10:59 AM.820,"Temperature: 27.20°C\r\n",received
12:10:59 AM.820,"Cloud Temperature: 27.20\r\n",received
12:11:01 AM.866,"Temperature: 27.20°C\r\n",received
12:11:01 AM.866,"Cloud Temperature: 27.20\r\n",received
12:11:03 AM.912,"Temperature: 27.20°C\r\n",received
12:11:03 AM.912,"Cloud Temperature: 27.20\r\n",received
12:11:05 AM.959,"Temperature: 27.20°C\r\n",received
12:11:05 AM.959,"Cloud Temperature: 27.20\r\n",received
12:11:08 AM.9,"Temperature: 27.20°C\r\n",received
12:11:08 AM.9,"Cloud Temperature: 27.20\r\n",received
12:11:10 AM.54,"Temperature: 27.20°C\r\n",received
12:11:10 AM.54,"Cloud Temperature: 27.20\r\n",received
12:11:12 AM.98,"Temperature: 27.20°C\r\n",received
12:11:12 AM.98,"Cloud Temperature: 27.20\r\n",received
12:11:14 AM.153,"Temperature: 27.20°C\r\n",received
12:11:14 AM.153,"Cloud Temperature: 27.20\r\n",received
12:11:16 AM.211,"Temperature: 27.20°C\r\n",received
12:11:16 AM.211,"Cloud Temperature: 27.20\r\n",received
12:11:18 AM.258,"Temperature: 27.20°C\r\n",received
12:11:18 AM.258,"Cloud Temperature: 27.20\r\n",received
12:11:20 AM.297,"Temperature: 27.20°C\r\n",received
12:11:20 AM.315,"Cloud Temperature: 27.20\r\n",received
12:11:22 AM.367,"Temperature: 27.20°C\r\n",received
12:11:22 AM.367,"Cloud Temperature: 27.20\r\n",received
12:11:24 AM.407,"Temperature: 27.20°C\r\n",received
12:11:24 AM.407,"Cloud Temperature: 27.20\r\n",received
12:11:26 AM.463,"Temperature: 27.20°C\r\n",received
12:11:26 AM.463,"Cloud Temperature: 27.20\r\n",received
12:11:28 AM.501,"Temperature: 27.20°C\r\n",received
12:11:28 AM.501,"Cloud Temperature: 27.20\r\n",received
12:11:30 AM.550,"Temperature: 27.20°C\r\n",received
12:11:30 AM.550,"Cloud Temperature: 27.20\r\n",received
12:11:32 AM.609,"Temperature: 27.20°C\r\n",received
12:11:32 AM.609,"Cloud Temperature: 27.20\r\n",received
12:11:34 AM.642,"Temperature: 27.20°C\r\n",received
12:11:34 AM.661,"Cloud Temperature: 27.20\r\n",received
12:11:36 AM.722,"Temperature: 27.20°C\r\n",received
12:11:36 AM.722,"Cloud Temperature: 27.20\r\n",received
12:11:38 AM.758,"Temperature: 27.20°C\r\n",received
12:11:38 AM.758,"Cloud Temperature: 27.20\r\n",received
12:11:40 AM.806,"Temperature: 27.20°C\r\n",received
12:11:40 AM.806,"Cloud Temperature: 27.20\r\n",received
12:11:42 AM.855,"Temperature: 27.20°C\r\n",received
12:11:42 AM.855,"Cloud Temperature: 27.20\r\n",received
12:11:44 AM.899,"Temperature: 27.20°C\r\n",received
12:11:44 AM.899,"Cloud Temperature: 27.20\r\n",received
12:11:46 AM.957,"Temperature: 27.20°C\r\n",received
12:11:46 AM.957,"Cloud Temperature: 27.20\r\n",received
12:11:48 AM.999,"Temperature: 27.20°C\r\n",received
12:11:48 AM.999,"Cloud Temperature: 27.20\r\n",received
12:11:51 AM.42,"Temperature: 27.20°C\r\n",received
12:11:51 AM.68,"Cloud Temperature: 27.20\r\n",received
12:11:53 AM.91,"Temperature: 27.20°C\r\n",received
12:11:53 AM.120,"Cloud Temperature: 27.20\r\n",received
12:11:55 AM.165,"Temperature: 27.10°C\r\n",received
12:11:55 AM.165,"Cloud Temperature: 27.10\r\n",received
12:11:57 AM.214,"Temperature: 27.20°C\r\n",received
12:11:57 AM.214,"Cloud Temperature: 27.20\r\n",received
12:11:59 AM.258,"Temperature: 27.10°C\r\n",received
12:11:59 AM.258,"Cloud Temperature: 27.10\r\n",received
12:12:01 AM.330,"Temperature: 27.10°C\r\n",received
12:12:01 AM.330,"Cloud Temperature: 27.10\r\n",received
12:12:03 AM.370,"Temperature: 27.20°C\r\n",received
12:12:03 AM.370,"Cloud Temperature: 27.20\r\n",received
12:12:05 AM.413,"Temperature: 27.10°C\r\n",received
12:12:05 AM.413,"Cloud Temperature: 27.10\r\n",received
12:12:07 AM.462,"Temperature: 27.10°C\r\n",received
12:12:07 AM.462,"Cloud Temperature: 27.10\r\n",received
12:12:09 AM.529,"Temperature: 27.20°C\r\n",received
12:12:09 AM.529,"Cloud Temperature: 27.20\r\n",received
12:12:11 AM.574,"Temperature: 27.20°C\r\n",received
12:12:11 AM.574,"Cloud Temperature: 27.20\r\n",received
12:12:13 AM.610,"Temperature: 27.10°C\r\n",received
12:12:13 AM.625,"Cloud Temperature: 27.10\r\n",received
12:12:15 AM.670,"Temperature: 27.10°C\r\n",received
12:12:15 AM.670,"Cloud Temperature: 27.10\r\n",received
12:12:17 AM.725,"Temperature: 27.10°C\r\n",received
12:12:17 AM.725,"Cloud Temperature: 27.10\r\n",received
12:12:19 AM.769,"Temperature: 27.10°C\r\n",received
12:12:19 AM.769,"Cloud Temperature: 27.10\r\n",received
12:12:21 AM.830,"Temperature: 27.10°C\r\n",received
12:12:21 AM.830,"Cloud Temperature: 27.10\r\n",received
12:12:23 AM.888,"Temperature: 27.10°C\r\n",received
12:12:23 AM.888,"Cloud Temperature: 27.10\r\n",received
12:12:25 AM.924,"Temperature: 27.10°C\r\n",received
12:12:25 AM.924,"Cloud Temperature: 27.10\r\n",received
12:12:27 AM.982,"Temperature: 27.10°C\r\n",received
12:12:27 AM.982,"Cloud Temperature: 27.10\r\n",received
12:12:30 AM.29,"Temperature: 27.10°C\r\n",received
12:12:30 AM.29,"Cloud Temperature: 27.10\r\n",received
12:12:32 AM.68,"Temperature: 27.10°C\r\n",received
12:12:32 AM.68,"Cloud Temperature: 27.10\r\n",received
12:12:34 AM.116,"Temperature: 27.10°C\r\n",received
12:12:34 AM.116,"Cloud Temperature: 27.10\r\n",received
12:12:36 AM.162,"Temperature: 27.10°C\r\n",received
12:12:36 AM.191,"Cloud Temperature: 27.10\r\n",received
